group;id;chrom;nSNP;from;to;lengthBps
Jacobs;H112;10;126;25943893;32637918;6694025
Jacobs;H112;10;18;36448017;37738237;1290220
Jacobs;H112;10;20;38727795;40071898;1344103
Jacobs;H112;10;223;41271768;54216568;12944800
Jacobs;H112;10;35;57261965;59691651;2429686
Jacobs;H112;10;39;66062576;68311196;2248620
Jacobs;H112;10;32;78641554;80352577;1711023
Jacobs;H112;10;29;80386160;81739396;1353236
Jacobs;H112;10;89;81794966;86415081;4620115
Jacobs;H112;24;25;25017904;27159621;2141717
Jacobs;H117;2;38;2451471;4252497;1801026
Jacobs;H117;2;48;14523912;17033754;2509842
Jacobs;H117;2;16;53991275;54669270;677995
Jacobs;H117;2;19;58791324;59762935;971611
Jacobs;H117;2;66;85150906;88553200;3402294
Jacobs;H117;2;19;121796989;123432784;1635795
Jacobs;H117;2;162;126734704;135337045;8602341
Jacobs;H117;2;102;158290735;164188754;5898019
Jacobs;H117;2;59;215680487;220955491;5275004
Jacobs;H117;2;58;221773273;224687471;2914198
Jacobs;H117;2;85;244012987;248799264;4786277
Jacobs;H117;10;31;18930071;20584964;1654893
Jacobs;H117;10;37;30674002;32637918;1963916
Jacobs;H117;10;28;36883392;39457465;2574073
Jacobs;H117;10;19;40105937;40971187;865250
Jacobs;H117;10;34;46618259;48243886;1625627
Jacobs;H117;10;58;49310196;52388827;3078631
Jacobs;H117;24;94;6222497;12722014;6499517
Jacobs;H117;24;19;39603557;40762840;1159283
Jacobs;H65;2;22;4835268;6003251;1167983
Jacobs;H65;2;24;7011767;8561759;1549992
Jacobs;H65;2;15;42535118;43495949;960831
Jacobs;H65;2;132;43603937;51606428;8002491
Jacobs;H65;2;464;51777053;76829310;25052257
Jacobs;H65;2;139;76843058;84069275;7226217
Jacobs;H65;2;44;84279797;86907702;2627905
Jacobs;H65;2;44;86981313;88992392;2011079
Jacobs;H65;2;34;90731512;92511501;1779989
Jacobs;H65;2;163;92631842;102087094;9455252
Jacobs;H65;2;25;113113775;115340878;2227103
Jacobs;H65;2;104;122060498;127699622;5639124
Jacobs;H65;2;21;144603941;145745763;1141822
Jacobs;H65;2;20;155064316;155969590;905274
Jacobs;H65;2;18;186306661;187259707;953046
Jacobs;H65;2;37;187366378;189708780;2342402
Jacobs;H65;2;20;221216169;222080667;864498
Jacobs;H65;2;23;238940445;240012290;1071845
Jacobs;H65;10;89;1413129;7747456;6334327
Jacobs;H65;10;31;8404113;10010195;1606082
Jacobs;H65;10;103;25474389;30849548;5375159
Jacobs;H65;10;32;30993691;32818994;1825303
Jacobs;H65;10;18;36448017;37738237;1290220
Jacobs;H65;10;20;38727795;40071898;1344103
Jacobs;H65;10;69;47287047;50920778;3633731
Jacobs;H65;10;30;50995309;52272053;1276744
Jacobs;H65;10;177;52388827;63849945;11461118
Jacobs;H65;10;37;65354102;67307992;1953890
Jacobs;H65;24;66;31556086;35991517;4435431
Jacobs;H66;2;22;4835268;6003251;1167983
Jacobs;H66;2;134;8127552;15281005;7153453
Jacobs;H66;2;36;27355362;30026978;2671616
Jacobs;H66;2;38;52714676;54596587;1881911
Jacobs;H66;2;118;63635636;69922573;6286937
Jacobs;H66;2;34;70802060;72769457;1967397
Jacobs;H66;2;38;72875158;75042274;2167116
Jacobs;H66;2;26;84640849;86164251;1523402
Jacobs;H66;2;60;92631842;95965733;3333891
Jacobs;H66;2;19;122096448;123528595;1432147
Jacobs;H66;2;38;125343919;127088467;1744548
Jacobs;H66;2;26;127753578;129075107;1321529
Jacobs;H66;2;21;129124862;130206119;1081257
Jacobs;H66;2;15;130606432;131397735;791303
Jacobs;H66;2;16;142250151;143203167;953016
Jacobs;H66;2;25;143864562;145308492;1443930
Jacobs;H66;2;66;152895588;156827682;3932094
Jacobs;H66;2;17;188693526;189708780;1015254
Jacobs;H66;2;39;199432096;201797379;2365283
Jacobs;H66;2;15;205305554;206180550;874996
Jacobs;H66;2;18;211611196;212749665;1138469
Jacobs;H66;2;22;213790888;215641893;1851005
Jacobs;H66;10;26;12231314;13767913;1536599
Jacobs;H66;10;53;23709461;26736937;3027476
Jacobs;H66;10;24;26844939;27989538;1144599
Jacobs;H66;10;37;28071590;29882404;1810814
Jacobs;H66;10;18;53098812;54216568;1117756
Jacobs;H66;10;55;77718492;80465758;2747266
Jacobs;H66;10;40;80545891;82508957;1963066
Jacobs;H66;24;17;96467;1377045;1280578
Jacobs;H66;24;58;13558686;17307132;3748446
Jacobs;H67;2;21;26100485;27311358;1210873
Jacobs;H67;2;161;43014492;52702060;9687568
Jacobs;H67;2;49;54240741;56804497;2563756
Jacobs;H67;2;28;65402955;67012655;1609700
Jacobs;H67;2;17;70802060;71793127;991067
Jacobs;H67;2;47;76843058;79017511;2174453
Jacobs;H67;2;42;79183271;81273844;2090573
Jacobs;H67;2;26;96022899;97513382;1490483
Jacobs;H67;2;18;103143424;104101891;958467
Jacobs;H67;2;20;122060498;123528595;1468097
Jacobs;H67;2;22;138618372;139774896;1156524
Jacobs;H67;2;38;141007423;143089159;2081736
Jacobs;H67;2;42;149869064;152312317;2443253
Jacobs;H67;2;60;155064316;158321802;3257486
Jacobs;H67;2;40;158558328;161172554;2614226
Jacobs;H67;2;52;162689295;165399749;2710454
Jacobs;H67;2;30;173375520;175247582;1872062
Jacobs;H67;2;29;184760567;186705958;1945391
Jacobs;H67;2;23;186925871;188204145;1278274
Jacobs;H67;2;17;211695755;212749665;1053910
Jacobs;H67;2;22;213790888;215641893;1851005
Jacobs;H67;2;20;221216169;222080667;864498
Jacobs;H67;2;15;231557166;232414241;857075
Jacobs;H67;2;59;236285593;239775862;3490269
Jacobs;H67;10;17;13112312;14038808;926496
Jacobs;H67;10;35;14096224;16139981;2043757
Jacobs;H67;10;35;18670320;20584964;1914644
Jacobs;H67;10;30;23709461;25228106;1518645
Jacobs;H67;10;37;30674002;32637918;1963916
Jacobs;H67;10;15;36353216;37098832;745616
Jacobs;H67;10;17;57261965;58074623;812658
Jacobs;H67;10;17;58143024;59691651;1548627
Jacobs;H67;10;38;84494277;86415081;1920804
Jacobs;H67;24;16;6783196;7721963;938767
Jacobs;H67;24;17;40336394;42027686;1691292
Jacobs;H68;2;26;4781740;6149666;1367926
Jacobs;H68;2;27;22809937;24092677;1282740
Jacobs;H68;2;51;75799552;78221205;2421653
Jacobs;H68;2;16;78316809;79120023;803214
Jacobs;H68;2;80;79183271;83531972;4348701
Jacobs;H68;2;15;106975218;107573497;598279
Jacobs;H68;2;16;114224745;115340878;1116133
Jacobs;H68;2;28;121590788;123528595;1937807
Jacobs;H68;2;17;183793517;184760567;967050
Jacobs;H68;2;48;193176635;196397256;3220621
Jacobs;H68;2;15;205305554;206180550;874996
Jacobs;H68;2;20;209050239;210115127;1064888
Jacobs;H68;2;27;210244152;211539866;1295714
Jacobs;H68;2;17;211695755;212749665;1053910
Jacobs;H68;2;53;214005350;219015064;5009714
Jacobs;H68;2;33;223306849;224998163;1691314
Jacobs;H68;2;81;231557166;235917576;4360410
Jacobs;H68;10;26;17223259;18707689;1484430
Jacobs;H68;10;30;23709461;25228106;1518645
Jacobs;H68;10;28;25768345;27398550;1630205
Jacobs;H68;10;121;30674002;37098832;6424830
Jacobs;H68;10;31;37182784;40008673;2825889
Jacobs;H68;10;33;40105937;42021733;1915796
Jacobs;H68;10;24;46264587;47324609;1060022
Jacobs;H68;10;32;47487991;48960327;1472336
Jacobs;H68;10;33;48993276;50920778;1927502
Jacobs;H68;10;15;50995309;51646916;651607
Jacobs;H68;10;109;51707941;58074623;6366682
Jacobs;H68;10;19;58143024;59776861;1633837
Jacobs;H68;10;33;59887584;61391325;1503741
Jacobs;H68;10;19;61447380;62577331;1129951
Jacobs;H68;10;43;62729605;66144695;3415090
Jacobs;H68;10;29;66217820;67770351;1552531
Jacobs;H68;10;40;67954408;70187303;2232895
Jacobs;H68;24;32;39300789;42027686;2726897
Jacobs;H69;2;22;4835268;6003251;1167983
Jacobs;H69;2;24;7011767;8561759;1549992
Jacobs;H69;2;22;15581003;16805125;1224122
Jacobs;H69;2;26;21614658;22860326;1245668
Jacobs;H69;2;15;109007567;110083416;1075849
Jacobs;H69;2;28;121590788;123528595;1937807
Jacobs;H69;2;38;125343919;127088467;1744548
Jacobs;H69;2;70;164035357;167736523;3701166
Jacobs;H69;2;98;168438851;174083790;5644939
Jacobs;H69;2;15;174150382;175228526;1078144
Jacobs;H69;2;37;175305722;177720664;2414942
Jacobs;H69;2;31;187836750;189708780;1872030
Jacobs;H69;2;37;204702992;206643029;1940037
Jacobs;H69;2;81;208202599;212749665;4547066
Jacobs;H69;2;134;213790888;223460997;9670109
Jacobs;H69;2;29;227921207;229349932;1428725
Jacobs;H69;2;15;231557166;232414241;857075
Jacobs;H69;2;16;233988816;234947844;959028
Jacobs;H69;2;45;237261566;239775862;2514296
Jacobs;H69;2;33;246838210;248799264;1961054
Jacobs;H69;10;46;7492074;10531168;3039094
Jacobs;H69;10;107;25228106;30849548;5621442
Jacobs;H69;10;166;33603059;44519802;10916743
Jacobs;H69;10;15;44596003;45590208;994205
Jacobs;H69;10;48;49876303;52388827;2512524
Jacobs;H69;10;43;84100127;86415081;2314954
Jacobs;H69;24;71;96467;5726120;5629653
Jacobs;H69;24;28;39432711;41295400;1862689
Jacobs;H73;2;20;14837808;15802281;964473
Jacobs;H73;2;139;42535118;50813590;8278472
Jacobs;H73;2;118;63635636;69922573;6286937
Jacobs;H73;2;73;70802060;75042274;4240214
Jacobs;H73;2;20;80984252;81887124;902872
Jacobs;H73;2;26;84640849;86164251;1523402
Jacobs;H73;2;86;91143985;95965733;4821748
Jacobs;H73;2;20;122060498;123528595;1468097
Jacobs;H73;2;38;125343919;127088467;1744548
Jacobs;H73;2;50;127495017;130206119;2711102
Jacobs;H73;2;15;130606432;131397735;791303
Jacobs;H73;2;567;142250151;175228526;32978375
Jacobs;H73;2;534;175305722;206974495;31668773
Jacobs;H73;2;191;207747048;220955491;13208443
Jacobs;H73;2;88;222552458;227044476;4492018
Jacobs;H73;10;24;25943893;27365899;1422006
Jacobs;H73;10;20;29276560;30129111;852551
Jacobs;H73;10;20;36883392;38751668;1868276
Jacobs;H73;10;15;49560674;50632207;1071533
Jacobs;H73;10;22;56539784;57534184;994400
Jacobs;H73;10;132;79713068;86415081;6702013
Jacobs;H73;24;79;11682465;17307132;5624667
Jacobs;H74;2;48;158066;3104266;2946200
Jacobs;H74;2;22;6349125;7490500;1141375
Jacobs;H74;2;27;22809937;24092677;1282740
Jacobs;H74;2;18;24839164;25709378;870214
Jacobs;H74;2;65;54801135;57989729;3188594
Jacobs;H74;2;30;79298450;80904183;1605733
Jacobs;H74;2;93;84054194;89359755;5305561
Jacobs;H74;2;19;121796989;123432784;1635795
Jacobs;H74;2;27;142863809;144457580;1593771
Jacobs;H74;2;82;179799000;184673171;4874171
Jacobs;H74;2;176;197148559;206382108;9233549
Jacobs;H74;2;95;207575434;212749665;5174231
Jacobs;H74;2;45;237261566;239775862;2514296
Jacobs;H74;2;35;243490742;245737846;2247104
Jacobs;H74;10;29;29276560;30618253;1341693
Jacobs;H74;10;37;30674002;32637918;1963916
Jacobs;H74;10;28;36883392;39457465;2574073
Jacobs;H74;10;19;40105937;40971187;865250
Jacobs;H74;10;38;46618259;48397749;1779490
Jacobs;H74;10;65;49310196;52630202;3320006
Jacobs;H74;10;23;52768972;54375509;1606537
Jacobs;H74;10;43;84100127;86415081;2314954
Jacobs;H74;24;16;34607110;36160755;1553645
Jacobs;H75;2;22;4835268;6003251;1167983
Jacobs;H75;2;24;7011767;8561759;1549992
Jacobs;H75;2;26;21614658;22860326;1245668
Jacobs;H75;2;15;76515135;77170481;655346
Jacobs;H75;2;20;122060498;123528595;1468097
Jacobs;H75;2;38;125343919;127088467;1744548
Jacobs;H75;2;70;164035357;167736523;3701166
Jacobs;H75;2;47;167901271;170563260;2661989
Jacobs;H75;2;183;196397256;206180550;9783294
Jacobs;H75;2;25;209050239;210418618;1368379
Jacobs;H75;2;338;229248722;248799264;19550542
Jacobs;H75;10;36;7492074;10010195;2518121
Jacobs;H75;10;107;25228106;30849548;5621442
Jacobs;H75;10;32;30993691;32818994;1825303
Jacobs;H75;10;18;36448017;37738237;1290220
Jacobs;H75;10;20;38727795;40071898;1344103
Jacobs;H75;10;144;47287047;54955412;7668365
Jacobs;H75;10;22;56539784;57534184;994400
Jacobs;H75;10;38;66897110;69208998;2311888
Jacobs;H75;10;25;77276861;78641554;1364693
Jacobs;H75;24;39;96467;3333012;3236545
Jacobs;H75;24;19;27928201;29155367;1227166
Jacobs;H76;2;15;9940812;10537097;596285
Jacobs;H76;2;27;22809937;24092677;1282740
Jacobs;H76;2;29;126277306;127813744;1536438
Jacobs;H76;2;27;127910434;129196314;1285880
Jacobs;H76;2;67;131727936;135063522;3335586
Jacobs;H76;2;50;140655290;143493147;2837857
Jacobs;H76;2;104;162689295;168272499;5583204
Jacobs;H76;2;59;168355070;172042303;3687233
Jacobs;H76;2;30;173375520;175247582;1872062
Jacobs;H76;2;47;184760567;187836750;3076183
Jacobs;H76;2;31;204997139;206643029;1645890
Jacobs;H76;2;23;211695755;213129568;1433813
Jacobs;H76;2;23;213160521;215251657;2091136
Jacobs;H76;2;33;215844761;219404288;3559527
Jacobs;H76;2;18;219694019;220852308;1158289
Jacobs;H76;2;32;220955491;222552458;1596967
Jacobs;H76;2;29;238940445;240477448;1537003
Jacobs;H76;10;16;18707689;19534616;826927
Jacobs;H76;10;28;21682188;23126119;1443931
Jacobs;H76;10;16;30072709;30849548;776839
Jacobs;H76;10;29;30993691;32637918;1644227
Jacobs;H76;10;24;42113800;44171258;2057458
Jacobs;H76;10;22;48397749;49310196;912447
Jacobs;H76;10;42;53666062;56539784;2873722
Jacobs;H76;10;22;56914955;58074623;1159668
Jacobs;H76;10;17;58143024;59691651;1548627
Jacobs;H76;10;24;62795305;65269159;2473854
Jacobs;H76;24;23;7721963;8874963;1153000
Jacobs;H76;24;16;20838669;22222030;1383361
Jacobs;H76;24;17;40336394;42027686;1691292
Jacobs;H77;2;46;158066;2922962;2764896
Jacobs;H77;2;21;26100485;27311358;1210873
Jacobs;H77;2;204;35124377;48501546;13377169
Jacobs;H77;2;52;48586900;51384849;2797949
Jacobs;H77;2;81;52714676;56804497;4089821
Jacobs;H77;2;72;67387676;71671999;4284323
Jacobs;H77;2;16;75192672;76075819;883147
Jacobs;H77;2;18;79298450;80421373;1122923
Jacobs;H77;2;16;114224745;115340878;1116133
Jacobs;H77;2;103;122060498;127495017;5434519
Jacobs;H77;2;37;133164317;135337045;2172728
Jacobs;H77;2;50;140655290;143493147;2837857
Jacobs;H77;2;22;155650761;156827682;1176921
Jacobs;H77;2;18;186858300;187836750;978450
Jacobs;H77;2;113;206886750;213129568;6242818
Jacobs;H77;2;92;213160521;220955491;7794970
Jacobs;H77;2;28;222552458;223812677;1260219
Jacobs;H77;2;20;226617529;227734587;1117058
Jacobs;H77;2;59;236285593;239775862;3490269
Jacobs;H77;10;20;36883392;38751668;1868276
Jacobs;H77;10;15;41910764;42753634;842870
Jacobs;H77;10;29;53098812;54955412;1856600
Jacobs;H77;10;22;56539784;57534184;994400
Jacobs;H77;10;24;62795305;65269159;2473854
Jacobs;H77;10;36;84620983;86415081;1794098
Jacobs;H77;24;22;21878624;23689555;1810931
Jacobs;H77;24;32;39300789;42027686;2726897
Jacobs;H81;2;18;1038580;2157185;1118605
Jacobs;H81;2;42;2451471;4370486;1919015
Jacobs;H81;2;37;14837808;16743751;1905943
Jacobs;H81;2;195;35124377;48025916;12901539
Jacobs;H81;2;70;51143878;54766935;3623057
Jacobs;H81;2;48;67387676;69922573;2534897
Jacobs;H81;2;30;82692589;84640849;1948260
Jacobs;H81;2;83;86164251;91063757;4899506
Jacobs;H81;2;53;103331488;106830369;3498881
Jacobs;H81;2;22;122001925;123541288;1539363
Jacobs;H81;2;18;140104951;141007423;902472
Jacobs;H81;2;37;142250151;144457580;2207429
Jacobs;H81;2;88;202447133;206974495;4527362
Jacobs;H81;2;191;207747048;220955491;13208443
Jacobs;H81;2;88;222552458;227044476;4492018
Jacobs;H81;10;29;20584964;22285343;1700379
Jacobs;H81;10;24;25943893;27365899;1422006
Jacobs;H81;10;20;29276560;30129111;852551
Jacobs;H81;10;20;36883392;38751668;1868276
Jacobs;H81;10;15;49560674;50632207;1071533
Jacobs;H81;10;22;56539784;57534184;994400
Jacobs;H81;24;68;16351007;21910840;5559833
Jacobs;H81;24;31;29475441;31568788;2093347
Jacobs;H81;24;93;34345815;42027686;7681871
Jacobs;H82;2;40;21789864;23727919;1938055
Jacobs;H82;2;17;26853708;27784609;930901
Jacobs;H82;2;139;43014492;51384849;8370357
Jacobs;H82;2;63;54240741;57495366;3254625
Jacobs;H82;2;17;70802060;71793127;991067
Jacobs;H82;2;182;76627899;86380895;9752996
Jacobs;H82;2;55;94478102;97513382;3035280
Jacobs;H82;2;15;122301320;123494681;1193361
Jacobs;H82;2;85;131793590;136166662;4373072
Jacobs;H82;2;30;142656135;144457580;1801445
Jacobs;H82;2;89;152160860;157367793;5206933
Jacobs;H82;2;230;165259467;178922457;13662990
Jacobs;H82;2;32;179799000;181909538;2110538
Jacobs;H82;2;53;184760567;188204145;3443578
Jacobs;H82;2;48;211611196;215251657;3640461
Jacobs;H82;2;52;215844761;220852308;5007547
Jacobs;H82;2;29;230789586;232414241;1624655
Jacobs;H82;2;52;236768061;239775862;3007801
Jacobs;H82;2;24;242316517;243490742;1174225
Jacobs;H82;10;20;2277631;3333520;1055889
Jacobs;H82;10;56;4579327;8904686;4325359
Jacobs;H82;10;316;30674002;49560674;18886672
Jacobs;H82;10;28;52515784;54216568;1700784
Jacobs;H82;10;51;57261965;60578383;3316418
Jacobs;H82;10;21;64870917;66062576;1191659
Jacobs;H82;10;71;72270475;75746175;3475700
Jacobs;H82;24;49;6926756;9721533;2794777
Jacobs;H82;24;18;16041579;17438055;1396476
Jacobs;H82;24;96;31943864;38615161;6671297
Jacobs;H82;24;17;40336394;42027686;1691292
Jacobs;H83;2;23;16870828;18001962;1131134
Jacobs;H83;2;139;42535118;50813590;8278472
Jacobs;H83;2;15;77688427;78221205;532778
Jacobs;H83;2;100;80421373;86164251;5742878
Jacobs;H83;2;15;122301320;123494681;1193361
Jacobs;H83;2;31;127699622;129196314;1496692
Jacobs;H83;2;67;131727936;135063522;3335586
Jacobs;H83;2;21;144603941;145745763;1141822
Jacobs;H83;2;33;155064316;156827682;1763366
Jacobs;H83;2;56;186306661;189708780;3402119
Jacobs;H83;2;39;212342465;215251657;2909192
Jacobs;H83;2;64;215844761;221399780;5555019
Jacobs;H83;2;23;231170715;232414241;1243526
Jacobs;H83;2;23;239655117;240967385;1312268
Jacobs;H83;2;56;244165892;247079021;2913129
Jacobs;H83;10;17;13112312;14038808;926496
Jacobs;H83;10;35;14096224;16139981;2043757
Jacobs;H83;10;22;22454477;23604001;1149524
Jacobs;H83;10;107;25228106;30849548;5621442
Jacobs;H83;10;201;32773769;45845544;13071775
Jacobs;H83;10;155;48993276;57868492;8875216
Jacobs;H83;10;25;62729605;65269159;2539554
Jacobs;H83;10;35;75599218;77276861;1677643
Jacobs;H83;24;44;24989534;28424137;3434603
Jacobs;H83;24;17;40336394;42027686;1691292
Jacobs;H84;2;21;15568475;16743751;1175276
Jacobs;H84;2;23;21789864;22860326;1070462
Jacobs;H84;2;56;26853708;30708966;3855258
Jacobs;H84;2;255;35260588;51384849;16124261
Jacobs;H84;2;16;53991275;54669270;677995
Jacobs;H84;2;51;54801135;57495366;2694231
Jacobs;H84;2;30;79298450;80904183;1605733
Jacobs;H84;2;49;83457472;86380895;2923423
Jacobs;H84;2;15;94981400;95731895;750495
Jacobs;H84;2;22;122001925;123541288;1539363
Jacobs;H84;2;27;142863809;144457580;1593771
Jacobs;H84;2;17;165399749;166231789;832040
Jacobs;H84;2;25;175346551;177011834;1665283
Jacobs;H84;2;31;182286302;183830160;1543858
Jacobs;H84;2;46;191179157;193374050;2194893
Jacobs;H84;2;48;211611196;215251657;3640461
Jacobs;H84;2;52;215844761;220852308;5007547
Jacobs;H84;2;224;229423565;242462366;13038801
Jacobs;H84;10;15;8564410;9353873;789463
Jacobs;H84;10;17;14007878;14856146;848268
Jacobs;H84;10;46;19637375;22285343;2647968
Jacobs;H84;10;88;25943893;30618253;4674360
Jacobs;H84;10;37;30674002;32637918;1963916
Jacobs;H84;10;28;36883392;39457465;2574073
Jacobs;H84;10;19;40105937;40971187;865250
Jacobs;H84;10;18;46618259;47487991;869732
Jacobs;H84;10;39;47662790;49310196;1647406
Jacobs;H85;2;27;22809937;24092677;1282740
Jacobs;H85;2;26;56191129;57495366;1304237
Jacobs;H85;2;27;65596735;67168555;1571820
Jacobs;H85;2;42;149869064;152312317;2443253
Jacobs;H85;2;160;155064316;164188754;9124438
Jacobs;H85;2;70;167432552;171398254;3965702
Jacobs;H85;2;31;182286302;183830160;1543858
Jacobs;H85;2;102;187856073;193374050;5517977
Jacobs;H85;2;35;211611196;213674776;2063580
Jacobs;H85;2;22;213790888;215641893;1851005
Jacobs;H85;2;21;220083076;221216169;1133093
Jacobs;H85;2;53;226828226;229423565;2595339
Jacobs;H85;2;15;231557166;232414241;857075
Jacobs;H85;2;16;233988816;234947844;959028
Jacobs;H85;2;60;236221140;239775862;3554722
Jacobs;H85;10;20;2277631;3333520;1055889
Jacobs;H85;10;20;11898594;13153495;1254901
Jacobs;H85;10;101;14573661;20508567;5934906
Jacobs;H85;10;18;21682188;22650915;968727
Jacobs;H85;10;140;25228106;32637918;7409812
Jacobs;H85;10;28;36883392;39457465;2574073
Jacobs;H85;10;19;40105937;40971187;865250
Jacobs;H85;10;22;48397749;49310196;912447
Jacobs;H85;10;42;53666062;56539784;2873722
Jacobs;H85;10;40;56914955;59691651;2776696
Jacobs;H85;10;17;62065368;63849945;1784577
Jacobs;H85;10;59;72799573;75682529;2882956
Jacobs;H85;24;69;7721963;12722014;5000051
Jacobs;H89;2;440;2850561;26315932;23465371
Jacobs;H89;2;48;26664802;30026978;3362176
Jacobs;H89;2;34;35564869;37991496;2426627
Jacobs;H89;2;21;38155780;39416648;1260868
Jacobs;H89;2;32;51824098;53366034;1541936
Jacobs;H89;2;131;62820094;69880623;7060529
Jacobs;H89;2;19;121796989;123432784;1635795
Jacobs;H89;2;17;143847759;144672338;824579
Jacobs;H89;2;21;163790869;164745318;954449
Jacobs;H89;2;355;165226892;187104069;21877177
Jacobs;H89;2;100;193433380;199432096;5998716
Jacobs;H89;2;16;206643029;207609417;966388
Jacobs;H89;2;146;209050239;219694019;10643780
Jacobs;H89;2;18;220083076;221078667;995591
Jacobs;H89;2;361;223564458;243907649;20343191
Jacobs;H89;2;59;245349075;248799264;3450189
Jacobs;H89;10;62;4324626;8904686;4580060
Jacobs;H89;10;16;13056079;13855191;799112
Jacobs;H89;10;39;14573661;16744641;2170980
Jacobs;H89;10;15;17388048;18210142;822094
Jacobs;H89;10;18;20934075;21894024;959949
Jacobs;H89;10;18;36448017;37738237;1290220
Jacobs;H89;10;20;38727795;40071898;1344103
Jacobs;H89;10;18;46618259;47487991;869732
Jacobs;H89;10;54;50632207;53098812;2466605
Jacobs;H89;24;86;96467;6468168;6371701
Jacobs;H89;24;44;14492312;17307132;2814820
Jacobs;H89;24;71;17996334;24060526;6064192
Jacobs;H89;24;20;33313461;34176391;862930
Jacobs;H90;2;15;9940812;10537097;596285
Jacobs;H90;2;27;22809937;24092677;1282740
Jacobs;H90;2;26;121239876;123048197;1808321
Jacobs;H90;2;149;155650761;164188754;8537993
Jacobs;H90;2;29;183150772;184673171;1522399
Jacobs;H90;2;33;186224877;188204145;1979268
Jacobs;H90;2;39;212342465;215251657;2909192
Jacobs;H90;2;18;217719922;219015064;1295142
Jacobs;H90;2;32;220955491;222552458;1596967
Jacobs;H90;2;18;238940445;239775862;835417
Jacobs;H90;10;238;30674002;45845544;15171542
Jacobs;H90;10;38;48397749;50290499;1892750
Jacobs;H90;10;33;52284660;54216568;1931908
Jacobs;H90;10;30;56914955;59054630;2139675
Jacobs;H90;10;41;75599218;77753126;2153908
Jacobs;H90;24;16;6783196;7721963;938767
Jacobs;H90;24;18;16041579;17438055;1396476
Jacobs;H90;24;17;40336394;42027686;1691292
Jacobs;H91;2;65;985851;4309913;3324062
Jacobs;H91;2;21;4764715;5798140;1033425
Jacobs;H91;2;27;12418291;13747683;1329392
Jacobs;H91;2;100;17681852;22860326;5178474
Jacobs;H91;2;43;26100485;29305877;3205392
Jacobs;H91;2;16;31657214;32379564;722350
Jacobs;H91;2;32;51824098;53366034;1541936
Jacobs;H91;2;116;63635636;69880623;6244987
Jacobs;H91;2;85;77200457;81273844;4073387
Jacobs;H91;2;42;81746910;84368094;2621184
Jacobs;H91;2;17;122060498;123432784;1372286
Jacobs;H91;2;93;222552458;227238603;4686145
Jacobs;H91;2;44;237315458;239775862;2460404
Jacobs;H91;10;21;12339027;13579925;1240898
Jacobs;H91;10;39;17223259;19399049;2175790
Jacobs;H91;10;33;20482744;22285343;1802599
Jacobs;H91;10;17;29842383;30618253;775870
Jacobs;H91;10;26;30674002;31770739;1096737
Jacobs;H91;10;38;36883392;40071898;3188506
Jacobs;H91;10;116;40771431;48243886;7472455
Jacobs;H91;10;35;50876668;52388827;1512159
Jacobs;H91;10;19;55944722;56914955;970233
Jacobs;H91;10;43;58074623;60841810;2767187
Jacobs;H91;10;56;66966639;70187303;3220664
Jacobs;H91;10;56;71426400;74728587;3302187
Jacobs;H91;10;26;84029946;85541040;1511094
Jacobs;H91;24;18;6891468;7935697;1044229
Jacobs;H91;24;24;8842899;10709974;1867075
Jacobs;H91;24;21;11127323;12817574;1690251
Jacobs;H91;24;128;22377381;31943864;9566483
Jacobs;H92;2;65;985851;4309913;3324062
Jacobs;H92;2;21;4764715;5798140;1033425
Jacobs;H92;2;27;12418291;13747683;1329392
Jacobs;H92;2;27;17681852;19038121;1356269
Jacobs;H92;2;72;19128677;22860326;3731649
Jacobs;H92;2;43;26100485;29305877;3205392
Jacobs;H92;2;16;31657214;32379564;722350
Jacobs;H92;2;32;51824098;53366034;1541936
Jacobs;H92;2;116;63635636;69880623;6244987
Jacobs;H92;2;85;77200457;81273844;4073387
Jacobs;H92;2;42;81746910;84368094;2621184
Jacobs;H92;2;17;122060498;123432784;1372286
Jacobs;H92;2;93;222552458;227238603;4686145
Jacobs;H92;2;44;237315458;239775862;2460404
Jacobs;H92;10;21;12339027;13579925;1240898
Jacobs;H92;10;39;17223259;19399049;2175790
Jacobs;H92;10;27;20743646;22285343;1541697
Jacobs;H92;10;17;29842383;30618253;775870
Jacobs;H92;10;26;30674002;31770739;1096737
Jacobs;H92;10;32;37182784;40071898;2889114
Jacobs;H92;10;41;40771431;44171258;3399827
Jacobs;H92;10;26;44430609;45877910;1447301
Jacobs;H92;10;42;46264587;48243886;1979299
Jacobs;H92;10;35;50876668;52388827;1512159
Jacobs;H92;10;19;55944722;56914955;970233
Jacobs;H92;10;41;58143024;60841810;2698786
Jacobs;H92;10;37;66966639;69245324;2278685
Jacobs;H92;10;18;69311273;70187303;876030
Jacobs;H92;10;56;71426400;74728587;3302187
Jacobs;H92;10;16;84029946;84898582;868636
Jacobs;H92;24;18;6891468;7935697;1044229
Jacobs;H92;24;24;8842899;10709974;1867075
Jacobs;H92;24;21;11127323;12817574;1690251
Jacobs;H92;24;128;22377381;31943864;9566483
Jacobs;H97;2;44;14827510;17033754;2206244
Jacobs;H97;2;27;22809937;24092677;1282740
Jacobs;H97;2;138;24839164;33270908;8431744
Jacobs;H97;2;103;34556260;40931803;6375543
Jacobs;H97;2;40;54687816;56804497;2116681
Jacobs;H97;2;28;65402955;67012655;1609700
